ID,Name,Pronoun,Birthday,Weight,ZipCode,SqFt,Pets,Water,Shoes,Commute,NumKids,Exercise,Beverage
100446,Agnes Triplett - assistant manager,they,1937-02-08,150.13,00221,2163,,79.82,11,61.9,4,Low,Cider
100447,Shannon Raglin - trucker,she,1993-01-16,146.16,06861,2443,,84.04,3,1.28,3,High,Coffee
100448,Robert Golka - sales associate,he,1978-12-09,228.32,00445,1945,"hamster,bird",142.89,12,16.63,4,Low,Tea
100449,Virginia Patrick - sales associate,she,1926-07-27,198.3,00849,2503,"dog,dog",118.43,16,53.76,1,None,Cider
100450,Eugene Holland - trucker,they,1998-07-01,197.24,00221,2019,"fish,bird,cat,bird",125.95,5,16.12,3,None,Coffee
100451,Helen Sumner - teacher,she,1956-02-22,185.28,06393,2203,"hamster,hamster",45.55,0,31.36,1,None,Cocoa
100452,Norma Mosely - vice president,she,1974-11-25,217.91,03977,1326,"dog,dog,fish,dog,dog,dog",54.77,1,46.02,2,None,Tea
100453,Cynthia Hughes - physician,she,1941-01-20,177.15,03977,1625,"fish,bird,fish,cat,dog,fish",57.87,7,16.18,2,None,Tea
100454,Helen Delung - physician,she,1965-02-25,185.92,00221,2437,"dog,dog,dog,cat,hamster",90.71,7,19.36,2,None,Coffee
100455,Maryjane Brady - assistant manager,they,1998-02-01,163.82,04532,1694,dog,69.08,7,8.14,1,High,Tea
100456,Kenneth Pilkington - vice president,they,1938-08-16,194.71,03977,1867,"dog,cat,cat",7.65,6,19.81,1,High,Cocoa
100457,Wayne Lyle - vice president,he,1949-03-26,133.9,06861,2085,fish,56.05,5,18.18,3,None,Cider
100458,Margaret Howell - trucker,she,1950-01-01,195.35,00445,1897,cat,108.92,7,11.9,2,Medium,Cocoa
100459,Irma Neal - software engineer,she,2000-04-14,146.05,03977,1888,"dog,fish,fish",98.69,7,6.34,None,None,Coffee
100460,Pauline Higgins - trucker,they,1998-10-17,197.07,06861,2003,,132.06,10,6.16,1,None,Coffee
100461,Ana Madden - trucker,they,1933-02-17,176.08,04532,1650,"dog,bird,bird,dog,dog,dog",46.04,14,6.74,2,Low,Coffee
100462,Frances Kyles - trucker,she,1957-05-06,201.91,06861,1965,"bird,lizard,bird",123.15,7,40.84,1,Medium,Cocoa
100463,Diane Cornely - assistant manager,she,1989-05-24,369.93,07770,3862,"fish,bird,dog",94.91,7,30.07,1,Medium,Coffee
100464,Sheldon Brown - sales associate,he,1987-11-08,153.7,08161,2285,"lizard,dog,hamster",52.97,9,15.11,3,High,Coffee
100465,Sylvia Shields - sales associate,she,1956-07-13,149.36,03977,1645,,61.06,4,10.89,1,None,Cocoa
100466,Karen Andrade - physician,she,1930-07-24,180.64,06861,2454,"bird,bird,cat,cat,fish,dog",127.05,4,52.88,1,High,Cocoa
100467,Adam Freuden - assistant manager,he,1930-09-10,157.17,03977,1387,dog,135.34,10,9.69,1,High,Cider
100468,Amy Sachs - engineer,they,1942-11-04,186.08,00221,1438,"bird,hamster,cat,lizard,dog",24.51,14,25.41,None,Medium,Cocoa
100469,Beverly Field - physician,she,1984-01-15,141.03,08161,1737,"fish,cat",62.21,8,8.19,3,High,Tea
100470,Kimberly Durham - engineer,she,1937-05-11,132.33,06861,2465,"cat,dog",86.18,3,5.48,1,Low,Tea
100471,Ofelia Bumgardner - physician,she,1943-09-24,162.02,00221,2119,"dog,cat",55.16,9,42.49,2,None,Cider
100472,Betty Bailey - physician,she,1949-11-28,167.14,00221,1589,"fish,cat",113.85,7,23.73,3,Low,Cocoa
100473,Ruth Mackenzie - engineer,she,1935-04-18,140.15,08161,1081,"lizard,hamster,dog,bird,bird,fish",91.11,12,14.67,1,High,Coffee
100474,Andrea Rodrigues - sales associate,she,1990-04-11,192.87,06393,2186,,134.63,3,36.43,None,Medium,Cocoa
100475,William Evans - trucker,he,1972-12-05,191.76,07770,1666,dog,-2.04,7,26.09,3,High,Cider
100476,Alice Lynch - trucker,she,1952-02-25,139.04,08161,645,hamster,54.89,3,78.66,2,High,Coffee
100477,Herbert Wheat - vice president,he,1958-08-06,172.89,00221,2164,"dog,dog,cat,fish",39.26,8,58.53,1,High,Cocoa
100478,Anna Merritt - software engineer,she,1983-11-22,185.62,00221,2279,dog,-14.29,3,37.46,1,Low,Cider
100479,Barry Jones - physician,he,1939-12-26,162.04,07770,2461,"bird,fish,dog",133.92,5,45.21,3,Medium,Cocoa
100480,Charles Glass - teacher,he,1939-01-15,161.65,04532,1822,fish,97.74,9,2.66,2,High,Cocoa
100481,Kevin Gregston - physician,he,1974-01-25,233.38,08161,2298,"dog,hamster",128.26,9,15.25,2,Low,Tea
100482,William Doughty - physician,he,1989-08-07,173.02,06393,2050,dog,29.81,13,37.23,1,High,Cider
100483,Maria Cox - assistant manager,she,1969-04-02,138.84,07770,3080,"hamster,cat,cat",77.01,7,21.59,1,None,Tea
100484,Leland Hamilton - physician,they,2003-11-01,146.12,07770,2501,"hamster,cat,dog,cat,dog",46.81,12,34.82,3,None,Coffee
100485,Lawrence Stubbs - assistant manager,he,1984-04-28,172.77,03977,2017,fish,46.23,6,51.08,1,None,Cider
100486,Donald Griffy - software engineer,he,1978-08-09,243.59,03977,1752,"dog,dog,fish,dog,dog,dog",129.04,3,36.24,2,Medium,Tea
100487,Susan Lewis - assistant manager,she,1986-06-26,145.85,00221,1247,"dog,dog,dog",100.28,10,13.06,2,Medium,Tea
100488,Donna Eigner - vice president,she,1972-09-11,164.22,03977,1553,,160.97,7,7.99,1,Medium,Cocoa
100489,Nancy Daley - sales associate,she,1961-05-07,203.59,00221,2430,"cat,dog,dog,cat,lizard,fish",99.94,6,5.9,5,High,Coffee
100490,Darlene Mcguinness - sales associate,she,1989-10-09,149.07,03977,1847,,54.24,8,6.79,None,Medium,Tea
100491,Betty Herman - physician,she,2005-02-09,194.67,00445,1904,"fish,dog,fish",84.58,13,29.19,2,High,Coffee
100492,Timmy Creighton - physician,he,1990-12-04,164.38,00445,1788,,51.66,6,22.55,1,High,Cocoa
100493,John Higgins - assistant manager,they,2003-12-22,378.55,08161,1988,"dog,bird,dog,lizard,bird,dog",112.85,9,44.32,2,High,Coffee
100494,Sheila Orourke - physician,she,1933-02-14,175.0,06861,2402,cat,81.09,10,43.82,3,Low,Cider
100495,Sonia Ramirez - trucker,she,2005-01-16,203.45,06393,2117,,129.76,4,38.45,4,High,Cocoa
100496,Joan Tenda - teacher,she,1963-02-04,164.41,00221,2152,"hamster,fish,dog,dog,dog,dog",54.71,11,17.03,1,None,Coffee
100497,Lee Smith - vice president,he,1968-05-03,200.39,08161,2261,,52.84,5,33.19,3,Medium,Cider
100498,Mike Gracia - software engineer,he,2002-01-15,215.58,06393,2111,,39.16,8,15.89,3,None,Tea
100499,Catherine Obrion - trucker,she,1992-04-25,167.46,00221,1940,"fish,dog",124.27,6,29.92,4,None,Cocoa
100500,Angela Simon - teacher,she,1959-10-08,185.16,03977,1682,lizard,72.52,10,31.59,3,High,Cider
100501,Barbara Brown - physician,they,1988-07-04,140.36,03977,1404,"dog,dog,fish,dog,dog,dog",143.47,1,7.98,1,Low,Tea
100502,Elmer Wilson - vice president,he,1998-08-03,170.0,03977,1757,"hamster,bird,cat,bird,lizard,hamster",78.38,14,12.24,4,High,Coffee
100503,Ricardo Magar - trucker,they,1989-12-03,150.95,00221,2548,"dog,hamster,lizard,bird,dog,fish",77.38,5,29.17,4,Low,Coffee
100504,Erin Medina - sales associate,she,1933-12-28,152.95,08161,2393,"dog,cat,fish",92.82,10,43.28,2,Low,Cocoa
100505,Juan Wilson - vice president,he,1935-02-03,358.71,00221,1969,"dog,fish,dog",123.44,6,3.28,None,High,Coffee
100506,Davis Roberts - assistant manager,they,1990-03-12,175.39,07770,2579,,138.21,11,23.12,2,Medium,Cocoa
100507,Vanessa Noe - general manager,she,1933-02-09,186.79,00221,2000,"dog,fish",50.53,4,60.71,4,High,Cider
100508,Anna Chambers - receptionist,she,1934-09-08,156.81,08161,3064,"dog,dog,fish,fish,bird",110.96,0,44.4,2,Medium,Cocoa
100509,Jimmy Huling - scientist,he,1984-02-07,365.12,00221,2183,"bird,hamster,cat,dog,dog",57.28,7,74.63,5,Low,Cocoa
100510,Marcos Navarro - sales associate,they,1999-09-02,146.05,08161,2890,cat,62.65,12,3.06,3,None,Coffee
100511,Derrick Rosario - sales associate,he,1942-06-19,162.68,03977,2070,"hamster,dog",22.28,0,14.89,3,None,Cocoa
100512,Jo Fraiser - assistant manager,they,1931-05-12,159.91,06861,2378,"cat,dog",101.78,9,6.5,3,Medium,Tea
100513,Jeff Phelps - teacher,he,1990-08-06,225.68,00221,2449,bird,0.02,4,52.7,1,Low,Cider
100514,Anna Thayer - vice president,they,1988-03-15,373.67,07770,901,"fish,dog,dog,dog,dog",57.09,7,23.76,1,None,Coffee
100515,Lisa Snyder - assistant manager,she,1984-03-07,209.48,08161,2537,"dog,fish,dog,dog,fish,dog",127.18,15,4.99,5,None,Coffee
100516,Helen Aguirre - physician,she,1955-09-15,139.01,00221,2437,"dog,dog,dog,bird,bird",104.61,4,8.56,2,High,Coffee
100517,Angela Duckworth - engineer,she,1959-10-04,193.34,06861,2449,dog,112.76,2,20.04,None,Low,Cocoa
100518,Howard Anderson - vice president,he,1938-04-17,183.47,06393,2208,,103.04,7,61.77,3,None,Cider
100519,Barbara Kight - teacher,she,1939-02-05,196.19,08161,2128,"dog,cat,hamster,dog,bird,bird",132.56,9,36.94,3,None,Tea
100520,Ricky Nguyen - physician,he,1955-09-23,163.37,06393,2185,"dog,dog,dog,dog,dog,fish",67.77,10,29.21,4,Low,Tea
100521,Gracie Bark - physician,she,1934-11-17,150.44,07770,2677,"fish,cat,dog",158.71,6,30.49,2,High,Cocoa
100522,Kate Berstein - physician,they,1940-12-17,176.47,06861,1978,"hamster,dog,bird,dog,bird,cat",83.17,4,39.01,3,High,Cocoa
100523,Myrtle Creach - vice president,they,1931-03-05,133.6,00221,2070,,78.79,1,60.38,3,High,Cider
100524,Gary Stoddard - software engineer,he,2000-07-27,175.29,08161,1676,"lizard,hamster,bird,bird,dog,cat",113.76,6,0.42,4,None,Coffee
100525,David Serrano - teacher,he,2000-03-01,146.21,07770,934,fish,144.44,7,14.5,1,Low,Coffee
100526,Robert Washington - teacher,he,1999-08-16,223.89,08161,852,fish,87.68,6,33.01,3,High,Coffee
100527,Nicolas Owens - vice president,he,1968-08-11,255.69,06861,2462,"fish,bird,dog,dog",151.26,15,55.16,3,Low,Cocoa
100528,Nichole Calhoun - assistant manager,she,2002-10-27,149.72,03977,1889,dog,85.06,1,2.76,2,Low,Coffee
100529,Shantell Bernier - assistant manager,she,1953-11-06,163.44,00221,1546,,84.43,6,33.75,1,Medium,Cider
100530,Frank Brito - sales associate,he,1991-03-28,143.78,03977,2020,,72.14,9,30.37,2,None,Cocoa
100531,Lisa Schoenberger - assistant manager,they,1994-01-04,139.77,00445,1865,dog,91.1,6,20.37,3,None,Cocoa
100532,Denise Ruiz - physician,she,1977-06-15,161.37,04532,1526,,72.58,4,21.72,2,Medium,Cider
100533,William Jones - scientist,he,1951-04-04,170.68,03977,1436,,75.57,6,15.1,2,None,Cider
100534,Dennis Masterson - assistant manager,he,1955-02-08,157.23,03977,2055,,71.4,5,6.94,None,None,Tea
100535,Barry Gibson - assistant manager,he,1937-01-03,243.17,06861,1885,,95.37,16,26.0,1,None,Cider
100536,Lawrence Johnson - teacher,they,1927-05-19,169.54,00221,1715,"cat,hamster,cat,cat,fish,dog",97.73,0,9.81,4,None,Coffee
100537,Milton Doner - software engineer,he,1971-01-11,191.86,03977,2316,dog,82.11,6,30.79,2,Low,Cider
100538,Wallace Verde - assistant manager,they,2004-12-07,152.98,06861,2414,"dog,fish",112.86,5,28.1,None,None,Coffee
100539,Lee Hubbard - physician,he,1926-05-02,202.1,04532,1654,"dog,lizard,lizard",72.12,10,31.96,4,Low,Coffee
100540,Hollie Byers - assistant manager,she,1960-02-24,191.64,06393,2089,bird,121.8,6,51.88,3,None,Cider
100541,Brandon Watkins - sales associate,he,1989-10-03,166.75,00221,2336,dog,71.87,9,30.0,1,Medium,Cocoa
100542,Victoria Wilburn - assistant manager,they,1961-10-28,215.97,00221,2257,"cat,dog,cat,cat",61.26,7,5.73,2,None,Coffee
100543,Janet Pybus - trucker,she,1989-05-26,196.04,00221,1261,,-17.48,5,19.76,1,High,Cocoa
100544,Christy Howard - assistant manager,she,1998-03-01,156.18,08161,2667,"dog,cat,dog,hamster,dog,fish",74.51,6,46.19,1,Medium,Coffee
100545,Chris Toohey - physician,he,1990-08-20,131.54,00849,2449,"dog,cat",91.55,1,26.68,2,Medium,Tea
100546,Isaac Mccullin - physician,they,1937-03-21,180.31,00221,2061,"dog,fish,dog",12.47,13,25.68,2,High,Cocoa
100547,Katie Roberson - assistant manager,she,1930-05-24,185.83,08161,2248,"dog,cat",69.69,2,28.98,2,None,Cocoa
100548,Lynn Norwood - teacher,she,2000-03-08,171.94,00221,1674,bird,-27.92,4,36.88,5,Low,Cocoa
100549,Michael Willis - sales associate,he,1948-07-05,164.16,03977,1758,bird,65.21,10,2.72,5,None,Tea
100550,Craig Jones - software engineer,he,1930-04-27,185.63,06861,2349,"cat,dog,bird,fish",116.57,8,50.34,2,Medium,Cocoa
100551,Ralph Chol - trucker,he,1996-11-28,204.4,03977,1453,"bird,cat,dog",134.38,8,43.17,4,None,Cocoa
100552,Timothy Taylor - assistant manager,he,1962-12-14,157.15,04532,1704,"dog,dog,hamster",108.52,4,13.87,3,Low,Tea
100553,Debra Fields - trucker,she,1969-01-21,166.93,06861,2385,,105.85,3,24.7,3,High,Cider
100554,Melissa Curci - trucker,she,1960-12-12,164.72,04532,1641,"dog,bird,dog,dog,lizard,lizard",94.16,11,7.84,4,None,Coffee
100555,Ronald Walson - vice president,he,1958-05-04,178.55,07770,820,"bird,hamster,hamster,dog,cat,cat",20.79,5,74.56,3,Low,Coffee
100556,Kristi Jordan - assistant manager,she,2003-09-27,146.96,00221,2373,"lizard,lizard",65.26,4,43.68,1,None,Coffee
100557,Mary Longo - sales associate,they,1925-12-18,166.29,00221,1790,bird,?,11,23.35,2,High,Cider
100558,Ronald Toler - physician,they,1940-04-07,147.04,00221,2560,"dog,dog,cat,fish,hamster,dog",32.37,7,42.65,2,High,Tea
100559,Paula Hisle - physician,she,1963-03-13,166.16,00221,1807,dog,75.89,4,15.07,2,None,Cocoa
100560,Nick Kittinger - engineer,he,1948-08-03,232.46,00221,2210,"fish,dog,dog,lizard",59.55,10,30.01,4,Low,Cocoa
100561,Jay Maisel - assistant manager,he,1936-01-16,207.5,03977,1657,"hamster,dog,bird,bird,cat,cat",92.56,6,11.64,3,High,Tea
100562,Grace Garey - receptionist,she,1992-10-01,167.51,06861,2380,,68.25,2,28.95,1,None,Cocoa
100563,Natalie Watson - physician,they,1999-09-26,130.86,00849,3441,,23.94,8,7.72,None,Medium,Coffee
100564,Ashley Batchelor - receptionist,she,1975-12-12,145.87,00221,2082,"cat,dog,bird",-0.88,15,23.88,3,None,Tea
100565,Matthew Honor - scientist,he,1994-05-10,152.17,00221,1401,"bird,dog,cat",62.9,4,55.99,6,Low,Cocoa
100566,Katie Siskin - vice president,she,1956-10-05,157.66,04532,1836,"bird,cat,hamster,cat,cat,cat",59.39,12,8.71,1,Low,Coffee
100567,Jennie Floyd - sales associate,she,1943-05-21,193.87,06861,2134,dog,116.51,14,25.45,4,None,Cider
100568,Sandy Evans - physician,she,1996-02-14,168.25,06861,2140,"dog,fish,fish,bird,dog",136.45,6,52.73,1,High,Tea
100569,Aaron Miller - software engineer,he,1930-04-19,202.23,00221,2144,"dog,dog,bird,bird,cat,bird",119.66,9,6.65,5,Medium,Coffee
100570,Delmer Bailey - teacher,he,1962-10-18,207.94,07770,2752,fish,120.98,5,27.57,2,High,Cider
100571,Kristie Horney - physician,she,2000-05-11,159.8,03977,1530,,81.52,6,13.68,3,None,Tea
100572,Shelly Boyer - vice president,she,1939-08-02,175.5,04532,1708,"hamster,cat",62.97,12,76.94,1,Low,Cider
100573,Lottie Forrest - trucker,she,2002-12-06,148.59,03977,2017,"hamster,cat,bird",29.84,6,42.93,1,High,Tea
100574,Matthew Mayo - general manager,he,1956-04-23,230.83,00221,2244,,82.05,9,0.61,2,High,Tea
100575,Charles Wilson - scientist,he,1930-03-03,216.96,06393,2047,"fish,bird,lizard,hamster",94.56,4,25.17,5,None,Cocoa
100576,Pamela Watson - software engineer,she,1945-03-02,171.65,08161,2426,"cat,bird",47.4,6,1.2,2,Medium,Coffee
100577,Constance Ehlert - vice president,she,1999-01-11,154.69,00221,1548,,48.22,10,13.22,3,High,Cocoa
100578,Jeanette Hunter - assistant manager,they,1993-06-20,137.45,06861,2205,"bird,dog,bird",91.53,7,74.35,3,High,Cocoa
100579,Forrest Pitts - software engineer,he,1994-05-19,217.29,03977,1691,,17.32,16,37.28,3,Low,Cider
100580,Richard Day - trucker,he,1959-08-01,239.51,00221,2075,"dog,dog,dog",83.22,10,11.44,1,Medium,Tea
100581,Stanley Stack - vice president,they,1995-11-15,152.69,06393,2065,"dog,dog,dog,dog",81.8,9,3.66,2,Medium,Coffee
100582,Suzanne Sanderlin - vice president,she,1980-04-15,153.16,06861,2335,fish,103.58,10,6.77,3,None,Tea
100583,Debra Spivey - software engineer,she,1970-07-23,163.99,00221,1974,"dog,fish,cat,dog,cat,hamster",62.13,2,31.85,3,Low,Tea
100584,Gregory Russo - physician,he,1994-12-23,172.07,03977,1275,"bird,dog,cat,dog,dog,dog",119.04,2,37.45,2,High,Tea
100585,William Collins - receptionist,he,1934-07-02,190.96,06393,2204,"lizard,dog,cat",40.82,0,7.93,1,High,Tea
100586,Carolyn Calhoun - trucker,she,1977-01-27,145.08,04532,1553,"dog,cat,cat,fish",102.31,15,26.66,3,High,Tea
100587,Margaret Bradley - assistant manager,she,1999-01-28,163.63,00221,1456,"bird,bird,fish,hamster,cat,bird",113.35,7,48.18,4,High,Tea
100588,Suzanne Kelly - sales associate,she,1966-03-24,169.83,04532,1652,"dog,dog,cat,cat,dog",37.82,15,53.72,1,Medium,Cocoa
100589,Katie Stevenson - physician,she,1974-04-03,143.49,03977,1638,"dog,fish,dog,hamster,dog",95.56,11,64.6,3,Low,Tea
100590,Tiffany Abbott - sales associate,she,1932-02-13,141.45,03977,1719,dog,72.74,12,28.58,5,Low,Cider
100591,Robert Vacheresse - physician,he,1944-04-14,131.6,04532,1551,"dog,fish,cat,fish,dog",73.24,14,36.64,2,Low,Cocoa
100592,Leonard Carter - sales associate,he,1996-02-20,171.98,06861,2126,cat,59.65,11,28.26,3,Low,Cocoa
100593,Lillian James - vice president,she,1983-02-03,168.03,06393,2039,,52.72,10,67.64,None,High,Cider
100594,Paul Stringer - assistant manager,he,2004-08-07,195.85,00445,2057,"cat,dog,dog,cat,dog,fish",9.77,8,7.37,2,None,Coffee
100595,William Vanleer - assistant manager,he,1939-10-08,206.43,06393,2135,,102.87,9,2.52,None,Medium,Tea
100596,Joshua Atkinson - assistant manager,he,1947-06-04,221.19,00445,2006,"cat,cat,bird,cat,fish,dog",124.1,8,27.75,2,High,Tea
100597,Frank Mcknight - trucker,he,1951-08-20,175.99,00221,1300,lizard,51.36,7,5.27,2,None,Cocoa
100598,David Buehler - engineer,he,1958-10-19,174.19,00445,1947,"dog,dog",12.21,7,6.93,None,None,Tea
100599,Maryann Teague - sales associate,they,1965-10-06,180.62,04532,1462,dog,56.02,12,24.65,2,None,Cider
100600,Megan Wall - assistant manager,they,2002-05-01,145.94,06393,2104,,103.86,4,25.31,2,None,Cocoa
100601,Robert Dallas - vice president,he,1958-12-01,167.02,03977,1933,cat,?,7,3.52,2,Low,Tea
100602,Gayle Leahy - vice president,she,1987-02-20,163.73,00221,2016,,110.89,9,37.23,1,Medium,Cider
100603,Thelma Sichler - sales associate,she,2000-01-03,176.01,03977,1444,,52.95,6,10.96,None,Low,Tea
100604,Scott Franco - physician,he,1956-04-09,194.86,06861,2203,"dog,dog",6.05,8,26.61,3,Low,Cocoa
100605,Naomi Cavender - trucker,she,1956-05-05,157.5,00221,1650,"cat,dog",-13.69,8,16.18,1,None,Cocoa
100606,Rebecca Weaver - sales associate,she,1952-04-17,178.86,07770,987,,-12.15,9,28.62,3,None,Coffee
100607,Pamela Bourdon - vice president,she,2000-04-18,156.79,00221,2046,,128.01,7,3.13,3,None,Coffee
100608,Robert Kohn - physician,they,1989-02-28,154.5,08161,1583,"fish,dog",122.66,6,49.69,2,None,Cocoa
100609,Stephanie Williams - assistant manager,they,2002-06-19,215.57,04532,1834,"cat,dog,dog,dog,cat,fish",35.11,9,13.7,None,High,Coffee
100610,Walter Shepherd - teacher,he,1992-02-13,249.71,00221,1413,"dog,dog,dog",30.07,11,40.61,2,None,Cocoa
100611,Ethel Moffit - teacher,she,1944-08-12,156.81,00221,1583,dog,50.4,7,46.38,2,None,Cider
100612,Marc Saucedo - assistant manager,he,1934-09-11,154.7,06861,2599,fish,70.21,7,26.01,2,Low,Cider
100613,Teri Canipe - physician,she,1944-10-09,152.76,00221,1070,"dog,lizard,cat,bird,dog,cat",128.56,3,34.78,None,None,Coffee
100614,Carol Weeks - teacher,she,1939-05-04,159.22,06861,2284,,34.1,5,46.29,3,Low,Cider
100615,Shanon Scala - engineer,she,1943-08-05,145.59,00221,2091,"dog,dog,bird,cat",44.85,3,3.93,4,Low,Coffee
100616,Shari Wells - physician,they,1971-04-05,181.67,00221,2673,,47.62,12,14.06,2,Low,Cocoa
100617,Lisa Abron - vice president,they,1947-12-13,183.16,03977,1903,"fish,cat,cat,dog",52.74,1,34.47,3,None,Cocoa
100618,Brandi Maddock - general manager,she,2001-12-17,169.19,06861,2183,"dog,cat",35.88,5,4.76,3,Low,Coffee
100619,Debra Scroggins - scientist,she,1997-08-17,163.93,00445,2160,"dog,hamster,fish,dog,fish",82.82,10,18.12,2,Low,Coffee
100620,Jason Faucher - software engineer,he,2004-10-24,190.49,06861,2307,"cat,hamster,lizard,cat",37.9,11,37.97,1,None,Coffee
100621,Theresa Mounts - sales associate,she,1930-03-05,210.46,00221,1728,"hamster,dog,fish",100.07,1,62.01,None,Low,Cider
100622,Christina Haines - trucker,she,1975-12-05,155.29,07770,2012,"fish,cat,dog,fish,cat,dog",31.06,10,24.96,2,High,Coffee
100623,Wilma Martinez - assistant manager,she,1962-10-08,160.4,06393,2068,"cat,hamster,dog,dog,bird,bird",125.23,0,36.48,6,High,Tea
100624,John Licht - physician,he,1946-06-09,167.96,03977,1723,"bird,lizard",61.14,6,12.35,4,High,Cocoa
100625,Andrew Bowers - physician,they,1988-06-19,182.85,03977,1613,dog,117.36,5,46.66,2,Low,Cider
100626,Thomas Lara - vice president,he,1974-09-22,213.04,00221,2310,"dog,fish,dog,hamster,fish",16.4,5,35.05,None,Low,Tea
100627,James Leischner - physician,he,1990-09-27,214.94,06861,2040,"dog,fish",73.72,7,55.37,3,None,Cocoa
100628,Laverne George - sales associate,he,1957-11-01,159.14,00221,1814,fish,132.21,12,34.71,6,Low,Cider
100629,Kenneth Davis - vice president,they,1994-01-05,167.28,00221,2405,"bird,lizard",76.13,3,11.35,3,Low,Coffee
100630,Barbara Alexander - trucker,she,1991-11-19,181.31,03977,1897,"cat,dog,cat,dog,dog,dog",47.32,8,76.57,1,None,Tea
100631,Gary Reeder - sales associate,he,1935-02-18,356.57,03977,2002,,82.21,9,1.25,2,None,Coffee
100632,Brian Bode - sales associate,he,1952-10-15,164.05,00445,1900,"cat,dog,hamster",86.39,8,17.67,None,Medium,Tea
100633,Carla Green - assistant manager,she,1978-04-07,190.98,06393,2175,"dog,hamster,lizard,dog,dog,hamster",83.33,9,28.62,None,None,Coffee
100634,Callie Coldiron - general manager,she,2003-12-26,167.92,03977,1552,fish,148.54,10,34.32,1,None,Cocoa
100635,Jacinto Hall - teacher,he,1974-12-12,208.36,00221,1700,,-3.1,0,52.18,2,Low,Cider
100636,Patricia Norgard - sales associate,she,2002-07-08,191.55,08161,2276,"dog,dog,dog,fish",39.83,4,2.56,3,Low,Coffee
100637,Merry Mccullar - sales associate,she,1951-12-03,215.79,00849,2843,"fish,cat,cat,cat,dog,cat",190.11,5,7.37,2,None,Coffee
100638,Jane Johnson - teacher,she,1978-06-05,181.11,00221,1403,,104.62,8,11.17,3,None,Cocoa
100639,Wendy Doherty - physician,they,1962-06-17,212.49,00221,1639,bird,132.17,5,45.81,None,None,Cider
100640,Norris Hogue - teacher,he,1965-12-22,177.88,08161,2630,dog,131.45,10,21.17,None,High,Cocoa
100641,Laura Limerick - physician,she,1981-09-22,156.9,03977,2384,"dog,dog,fish,fish,dog,bird",64.69,8,52.27,5,High,Tea
100642,Timothy Rathbone - teacher,she,1998-12-01,183.81,03977,1550,,113.17,13,8.42,2,High,Tea
100643,Bobbie Austin - sales associate,she,1944-05-03,194.48,03977,2047,,41.97,14,1.8,1,Medium,Tea
100644,Eunice Mitchell - assistant manager,she,1940-06-06,156.5,04532,1665,"dog,hamster,cat,dog,bird,dog",-22.81,0,50.41,4,Medium,Cocoa
100645,Lillian Rhodus - assistant manager,she,1936-11-22,145.82,06861,2357,dog,116.67,3,55.77,1,High,Cider
100646,Alexandra Wyatt - trucker,she,1950-07-20,144.27,03977,2182,"lizard,cat,hamster",75.3,6,47.3,3,Low,Cocoa
100647,Sarah Kendrick - vice president,she,1931-08-13,179.52,08161,1359,"cat,fish",102.91,6,7.42,2,High,Cocoa
100648,William Schnelder - vice president,they,1991-02-01,131.24,08161,2708,"dog,fish,lizard",97.92,9,20.75,None,Medium,Coffee
100649,Larry Newman - receptionist,he,1957-09-03,130.69,00221,3420,"bird,fish,cat",73.1,2,4.11,4,None,Coffee
100650,Bradley Bradley - trucker,he,1956-06-07,199.07,03977,1156,"cat,hamster",88.17,8,46.37,2,None,Coffee
100651,Patricia Sherling - vice president,she,1953-10-13,153.86,00849,3053,,109.67,14,78.19,3,High,Cider
100652,Robert Martell - teacher,he,1991-02-17,232.13,00445,1978,"dog,lizard,dog,dog,bird,bird",177.37,3,22.22,None,Low,Coffee
100653,David Leedy - physician,he,1960-08-21,185.83,08161,2008,"fish,bird,cat",14.67,9,24.11,3,None,Tea
100654,Erin Goodrow - physician,they,1955-05-11,160.72,00221,1518,dog,58.26,9,40.65,2,None,Cider
100655,Carroll Reper - teacher,he,1991-02-27,199.61,00221,1995,"bird,cat,dog",4.49,2,11.3,None,High,Coffee
100656,Alyssa Boone - trucker,she,1926-01-22,190.32,04532,1840,"dog,bird,lizard,bird,fish,dog",-2.93,3,0.78,1,None,Coffee
100657,Brenda Galvan - assistant manager,she,1991-06-01,165.27,00849,2041,,12.89,4,12.45,2,None,Tea
100658,Brenda Dudley - trucker,she,1927-03-08,191.1,00221,2294,"cat,lizard,dog,hamster,fish,cat",29.47,1,9.97,5,None,Coffee
100659,Earnest Green - trucker,he,1937-10-19,159.32,03977,1200,"bird,hamster",53.86,4,1.87,None,Medium,Tea
100660,Bernard Loffler - sales associate,he,1974-05-15,180.82,06393,2138,"lizard,cat,fish,cat,dog",137.49,14,31.58,2,Low,Tea
100661,Kerry Williams - receptionist,he,2000-08-28,175.84,04532,1776,"dog,fish,lizard",76.65,4,24.89,2,Low,Cocoa
100662,Willie Hawes - assistant manager,he,2000-05-24,153.17,03977,1540,,100.27,6,18.28,4,Low,Cocoa
100663,Verda Brannon - software engineer,they,1931-02-04,168.4,00221,2040,,68.89,0,38.05,2,None,Cider
100664,Ray Handley - physician,he,1987-09-13,188.28,07770,3966,dog,73.64,3,29.17,3,Medium,Cocoa
100665,Marina Ausmus - vice president,she,1988-11-16,190.42,00849,3141,"hamster,dog,hamster,dog,dog,dog",10.42,3,35.11,2,Medium,Coffee
